30,10,149.38
30,20,114.17
30,30,78.263
30,40,4.0774
30,50,3.3517
30,60,2.9103
30,70,2.5813
30,80,2.3366
30,90,2.1223
30,100,2.3005
100,10,166.94
100,20,118.03
100,30,69.883
100,40,6.3634
100,50,6.0206
100,60,5.9516
100,70,5.525
100,80,4.9637
100,90,4.4514
100,100,3.8971
320,10,226.45
320,20,166.69
320,30,138.81
320,40,41.455
320,50,36.662
320,60,41.008
320,70,36.375
320,80,31.791
320,90,26.586
320,100,22.216

